chr	start	end	SDOA	TAD_length	Alu	GM12878_CTCF	GM12878_RNAseq	GM12878_H3K27me3	GM12878_DHS	GM12878_H3K4me3	GM12878_MRE
chr18	58240000	59200000	0.717886159	97	0.148219883	0.274601585	0.001908909	0.374829315	0.218281522	0.074409816	0.196332451
chr18	59200000	59810000	0.924836105	62	0.245613352	0.372949356	0.10384125	0.509477199	0.296403616	0.112397222	0.242982616
chr18	59810000	59970000	0.968478872	17	0.277258369	0.408970688	0.817827905	0.108391843	0.255027287	0.856669927	0.148608563
chr18	59970000	60090000	1.012319929	13	0.390602985	0.310759089	0.082647876	0.428612315	0.50431157	0.384729854	0.339567705
chr18	60090000	60250000	1.110461714	17	0.402809328	0.426560826	0.156101534	0.512228879	0.414301011	0.894712244	0.373906012
chr18	60250000	60380000	1.091935755	14	0.772621289	0.683760203	0.008975335	0.432233317	0.441051132	0.125445785	0.314151488
chr18	60380000	60650000	1.027106572	28	0.536304098	0.344853553	0.096851491	0.168104851	0.371970015	0.359208802	0.161206341
chr18	60650000	60800000	1.158589557	16	0.334802559	0.592592176	0.243608191	0.360728052	0.535071357	0.185282835	0.18741085
chr18	60800000	61000000	1.216186235	21	0.255286951	0.664907184	1.020052102	0.20563481	0.632702442	1.7011376	0.339109861
chr18	61000000	61130000	0.960607959	14	0.701797671	0.442008574	0.520411042	0.269859955	0.379213095	1.242089953	0.408303017
chr18	61130000	61290000	0.885290191	17	0.303414819	0.48959215	0.000514762	0.622478868	0.298336487	0.087210219	0.177033051
chr18	61290000	61500000	0.660710845	22	0.155444045	0.275858024	0.001013182	0.471438153	0.226763048	0.079844433	0.194620078
chr18	61500000	61680000	1.018198642	19	0.153451173	0.764845222	0.463209413	0.349606705	0.369529764	0.689387408	0.299463953
chr18	61680000	62110000	0.848240228	44	0.1615617	0.292350806	0.001468468	0.45494325	0.258774257	0.090941003	0.158364369
chr18	62110000	63780000	0.609025688	168	0.15036043	0.233973401	0.000439757	0.249592385	0.185627133	0.06890684	0.182424827
chr18	63780000	64190000	0.776592666	42	0.167401279	0.233391088	0.000267844	0.239292932	0.182144537	0.065405476	0.133407581
chr18	64190000	64740000	0.472204774	56	0.144573832	0.249886554	0.010033177	0.222707229	0.176806527	0.064104242	0.152337218
chr18	64740000	64890000	0.735664343	16	0.161821237	0.336167065	0.000823619	0.266912332	0.18834532	0.060867708	0.176015619
chr18	64890000	65130000	0.729930758	25	0.184838913	0.229649013	0.002459418	0.239907278	0.179453128	0.065317942	0.136971692
chr18	65130000	66440000	0.670326064	132	0.172512769	0.245098196	0.060817869	0.255922951	0.195784392	0.131983775	0.174353556
chr18	66440000	67520000	0.562616892	109	0.155001185	0.252559623	0.036605288	0.276106713	0.202379569	0.073585699	0.200829639
chr18	67520000	67630000	1.101930426	12	0.258711068	0.373124121	1.459178286	0.183787519	0.495906473	1.072232184	0.146787592
chr18	67630000	67760000	1.056136264	14	0.128770215	0.261596911	0.541687865	0.14255314	0.257721597	0.123237232	0.031931691
chr18	67760000	67870000	1.111240396	12	0.197837876	0.272913643	0.782438027	0.108110305	0.227712156	0.163914755	0.03718249
chr18	67870000	68150000	0.920253645	29	0.448396284	0.319972971	0.087583054	0.461174109	0.319629332	0.342893558	0.296072516
chr18	68150000	68400000	0.705618814	26	0.200881535	0.300205007	0.002113955	0.24656357	0.235268826	0.07281156	0.201329311
chr18	68400000	69190000	0.695133218	80	0.156806262	0.217019245	0.001824472	0.175622226	0.226448069	0.072541166	0.199210478
chr18	69190000	70420000	0.655898694	124	0.160596349	0.24616658	0.00224877	0.176528894	0.19910418	0.073855434	0.171797002
chr18	70420000	70830000	0.9085226	42	0.210272339	0.241971643	0.002042307	0.176931744	0.227057268	0.078570604	0.274632012
chr18	70830000	71830000	0.786405681	101	0.146476119	0.293872558	0.019231503	0.334763561	0.26282389	0.167730732	0.264908594
chr18	71830000	72020000	0.917234846	20	0.264317809	0.365381094	0.101868663	0.491332888	0.435279255	0.313707454	0.330932926
chr18	72020000	72160000	0.923001708	15	0.280995005	0.430539547	0.002304172	0.995966188	0.457015174	0.099258662	0.677173221
chr18	72880000	74080000	0.77754	121	0.107415821	0.350825513	0.057676207	0.523171294	0.388492199	0.240886826	0.423505789
chr18	74080000	74250000	1.09030794	18	0.236331218	0.562884388	0.231824518	0.313042928	0.745179955	1.217016386	0.595556419
chr18	74250000	74490000	0.836218702	25	0.470816098	0.418254372	0.004089497	0.600800499	0.42936851	0.092354306	0.645432997
chr18	74490000	74720000	1.036001666	24	0.484008047	0.640382964	0.306439973	0.241289667	0.480980098	0.588953748	0.294214598
chr18	74720000	74950000	1.0875438	24	0.200153703	0.443577371	0.41351044	0.358487505	0.621133566	0.785188443	0.399186969
chr18	76790000	77120000	0.952879369	34	0.263783834	0.270781505	0.196691027	0.188892728	0.372555217	0.232995601	0.134208441
chr18	77120000	77300000	1.193296798	19	0.172051315	0.540733845	0.128271029	0.295101093	1.14174305	0.579646886	0.917553484
chr18	77300000	77430000	1.01245416	14	0.167401279	0.432987991	0.004170891	0.416986992	0.667751763	0.103360259	1.266936792
chr18	77430000	77700000	0.873656359	28	0.210801611	0.288391384	0.12232267	0.339513073	0.726353393	0.43470858	0.994482597
chr18	77700000	77890000	1.012902735	20	0.497798541	0.353037138	0.475784453	0.290522737	0.538533768	1.412287987	0.575759032
chr19	250000	500000	1.11270898	26	0.54572817	0.388390228	0.058092592	0.341304234	0.674680653	0.392998675	1.472304522
chr19	500000	770000	1.144474706	28	0.92380706	0.927716862	0.236409151	0.294367011	1.194699306	1.974904048	2.063011584
chr19	770000	850000	1.189462648	9	1.255509595	0.636176627	0.807146597	0.340660077	0.993697638	1.925802608	1.566589883
chr19	850000	1020000	1.273810745	18	0.866547799	0.964353401	0.447540017	0.228515508	1.509092428	2.270885696	1.918276991
chr19	1020000	1090000	1.373969087	8	0.837006396	0.71030649	1.702538084	0.195370766	1.881343521	4.74718905	2.171053101
chr19	1090000	1260000	1.285400422	18	0.782847159	0.878817048	0.520091159	0.186543272	1.55769451	3.293341594	1.892601812
chr19	1260000	1680000	1.173986128	43	0.872878099	0.858845426	0.923646194	0.415752766	1.285243044	2.153612174	2.156009652
chr19	1680000	1840000	0.857942557	17	0.946863486	1.049544849	0.060913487	0.716005543	0.993626639	0.261271766	2.229509981
chr19	1840000	2020000	1.29649954	19	1.036957924	0.823479013	0.30763694	0.192696609	1.118939323	3.222670799	1.355388097
chr19	2020000	2120000	1.376825294	11	1.104848443	0.942831351	1.473042539	0.245770761	1.164719277	5.348319193	2.022449988
chr19	2120000	2450000	1.211118398	34	0.958752781	0.651723465	0.993396797	0.313519886	1.131446567	2.501875097	1.330892667
chr19	2450000	2630000	1.348538053	19	1.195059133	0.803934416	0.256160754	0.282988735	0.810794499	2.311250242	1.453739792
chr19	2630000	2790000	1.283602254	17	0.999176386	0.636176627	0.253563113	0.283676937	1.096243409	1.493340412	0.883639106
chr19	2790000	2950000	1.192244796	17	1.098570895	0.507182288	0.345448105	0.228551942	0.677114488	0.934907901	0.716526011
chr19	2950000	3200000	1.206272076	26	1.255509595	0.909058287	0.351273493	0.330601314	0.995253929	1.580493209	1.200650358
chr19	3200000	3300000	1.134243113	11	1.088108315	0.644971695	0.116953895	0.529199945	0.820972029	0.14585281	1.048462981
chr19	3300000	3500000	1.111738874	21	1.150883795	0.865434747	0.137544369	0.260635928	0.915239354	1.13035928	0.767041476
chr19	3500000	3630000	1.245111402	14	0.940022568	0.8244813	0.309437873	0.259187527	1.457140664	2.302636887	1.27938076
chr19	3630000	3750000	1.065582757	13	0.969532409	0.889279155	0.070064809	0.277483117	0.857380157	0.560346591	1.018448757
chr19	3750000	3970000	1.047574556	23	1.259314169	0.509580943	0.118676007	0.38874664	0.680055555	0.387339961	1.256712674
chr19	3970000	4230000	1.248040799	27	1.249071084	0.782084559	4.191771823	0.298827972	0.958023528	2.798236079	1.075816231
chr19	4230000	4810000	1.121022892	59	1.259838938	0.882337454	0.383763842	0.32600849	0.849620898	1.246164352	0.961314725
chr19	4810000	5040000	1.207379521	24	1.45202414	0.751532236	0.36806219	0.214575454	0.726055221	1.54241469	0.613643798
chr19	5040000	5180000	1.109665149	15	0.412524581	0.718682746	0.215023383	0.221561775	0.878760904	0.35765931	0.51540164
chr19	5180000	5370000	1.122101164	20	0.955949411	0.509805378	0.010945463	0.445433425	0.742451965	0.320054136	0.768856788
chr19	5370000	5580000	0.887258042	22	1.207680658	0.534963536	0.012909901	0.452089841	0.496657235	0.079570993	0.764817662
chr19	5580000	5710000	1.203710126	14	0.824129375	0.65850257	2.7168867	0.200489175	0.839401104	2.872885155	0.9471503
chr19	5710000	6020000	1.113296456	32	1.071908192	0.616600506	0.307130173	0.37658423	0.843959114	1.162895533	0.988450943
chr19	6020000	6150000	1.232361459	14	0.804813843	0.624224354	0.028193111	0.317885879	0.630264456	0.338791961	0.524290188
chr19	6150000	6360000	1.122220182	22	1.048250868	0.556183384	0.133609301	0.317123562	0.615267869	0.543324961	0.304357314
chr19	6360000	6500000	1.264189361	15	1.375081937	0.465719821	1.110365845	0.224393235	0.993981632	2.736996071	0.944248944
chr19	6500000	6640000	1.400729309	15	1.24355236	0.715332244	0.891126317	0.193247171	0.694083174	3.242312894	0.590618884
chr19	6640000	6740000	1.284233608	11	0.954187292	0.623863531	0.594515631	0.347844908	1.044494832	1.717502975	0.816183409
chr19	6740000	6880000	1.2857622	15	1.255509595	0.663399458	0.57918063	0.200325822	0.626789942	1.54835309	0.553555315
chr19	6880000	7090000	1.072972977	22	0.844977886	0.287026365	0.15861202	0.218966269	0.278873831	0.40879256	0.279793614
chr19	7590000	7730000	1.207354938	15	1.088108315	0.556183384	0.409897516	0.284561768	1.036472657	1.716518591	0.895194219
chr19	7730000	7900000	1.305166605	18	0.999484109	0.499421933	0.722927519	0.367257067	0.807035126	1.608164034	0.881753866
chr19	7900000	8000000	1.207623021	11	0.786786013	1.013191899	0.312632036	0.538119045	1.117348953	1.107677445	1.705927103
chr19	8000000	8210000	1.160215812	22	1.247538105	0.667866794	0.364549447	0.332696595	0.551112102	0.849030701	0.72135881
chr19	8210000	8340000	1.243289096	14	1.674012793	0.407730358	0.227762325	0.231744142	0.551678011	0.905948255	0.561152508
chr19	8340000	8470000	1.222124779	14	1.56455811	0.577317322	0.920235818	0.349903161	0.711996689	1.706327699	1.030031821
chr19	8890000	9000000	0.993392815	12	0.616341074	0.191892405	0.056467816	0.190994873	0.319554337	0.090831743	0.951760758
chr19	9000000	9220000	0.820891163	23	1.057671719	0.224940542	0.000561558	0.199103146	0.291172074	0.088743657	0.551771506
chr19	9220000	9400000	0.971374058	19	0.850956503	0.255382732	0.210442275	0.171775263	0.287066103	0.296363212	0.438343329
chr19	9400000	9700000	1.059824775	31	0.792366055	0.292387168	0.623571078	0.156910096	0.33715857	0.554125834	0.451536022
chr19	9700000	9920000	1.170231483	23	1.137567784	0.275045781	0.299560205	0.151804887	0.334132735	0.54238035	0.476990304
chr19	9920000	10190000	1.062860403	28	1.264809666	0.562884388	0.218843697	0.568179716	0.641407407	0.759676638	0.828528243
chr19	10190000	10370000	1.256693447	19	1.455461123	0.82217604	1.32442507	0.193247171	0.72561711	2.971607454	0.93162795
chr19	10370000	10520000	1.309900754	16	1.501031471	0.872470802	1.518616122	0.305892103	0.961164461	3.119948566	2.113001376
chr19	10520000	10660000	1.204532572	15	1.668034176	1.457468506	0.200168826	0.541516797	0.867319973	1.188642981	1.585884742
chr19	10660000	10810000	1.302462069	16	1.590312153	0.74894895	1.231767936	0.246431435	0.867812231	2.279285124	1.029437015
chr19	10810000	10980000	1.222855673	18	1.417987307	0.703605486	0.477537512	0.229098456	0.759635845	0.981584684	0.497703465
chr19	10980000	11130000	1.238051081	16	1.450811087	0.570702227	0.521350812	0.214058405	0.752851155	2.009782819	0.584412553
chr19	11130000	11230000	1.303078228	11	1.439651002	0.501905246	0.724304255	0.208112338	0.709835416	1.084134275	0.485619972
chr19	11230000	11360000	1.242929688	14	1.429349385	0.912883015	0.595381487	0.194390645	0.769756853	0.959395227	0.539551658
chr19	11360000	11490000	1.295906146	14	1.480857471	0.752316635	0.238638319	0.274433852	0.967708477	1.378578501	0.633703188
chr19	11490000	11610000	1.212014472	13	1.408960767	1.188311487	0.207792204	0.440999954	0.93330142	0.966609832	1.751762384
chr19	11610000	11720000	1.31546287	12	1.559875557	0.624716386	0.595127106	0.21712153	0.902380416	2.262963252	0.951205795
chr19	11720000	11910000	1.163999393	20	0.92951763	0.325880435	0.50880146	0.22897573	0.398967785	0.664588334	0.527564917
chr19	11910000	12020000	1.103238856	12	0.973971079	0.370991983	0.196545438	0.191895792	0.317075838	0.437976048	0.408729912
chr19	12020000	12170000	1.256349363	16	1.07694823	0.414345453	0.508172908	0.152615714	0.38729311	0.920289123	0.536186308
chr19	12170000	12280000	1.266582724	12	1.202245551	0.49252384	0.200101974	0.19369763	0.522412649	1.19856139	0.693148214
chr19	12280000	12650000	1.125440639	38	1.013456393	0.226928616	0.193624659	0.143294853	0.352010216	0.541787785	0.395890778
chr19	12650000	12800000	1.261598549	16	1.517771599	0.722368299	1.398001699	0.181685374	0.706225528	2.354699832	0.85647369
chr19	12800000	12990000	1.236162908	20	1.312778453	1.209707677	1.085515361	0.388059096	1.161668078	3.105038899	1.88342603
chr19	12990000	13070000	1.404166194	9	1.391523134	0.545294251	5.975355673	0.270050534	1.164946473	5.109155037	1.606269705
chr19	13070000	13230000	1.175018452	17	0.601598347	1.502490881	0.106169634	1.023218994	1.102372963	0.934549011	1.893376107
chr19	13230000	13400000	1.278462679	18	1.334286667	0.75879023	0.393601049	0.335194942	0.787567564	1.701053156	0.985890954
chr19	13400000	13690000	0.838194645	30	0.943796868	0.349376517	0.000568013	0.484228543	0.331731985	0.094449892	0.515942933
chr19	13690000	13840000	1.097465857	16	1.35037032	0.423726859	0.002242074	0.389797712	0.271801911	0.076180339	0.486739146
chr19	13840000	13990000	1.234269777	16	1.450811087	0.655134885	0.461409653	0.240485368	1.184952326	2.668991583	1.155191527
chr19	13990000	14460000	1.133063948	48	1.332086776	0.808896803	0.261148549	0.242270594	0.794718024	1.108862545	0.88776295
chr19	14460000	14530000	1.35955022	8	1.387039171	0.639945942	1.059330883	0.175550543	0.625004832	2.935103235	0.915688193
chr19	14530000	14650000	1.136597461	13	1.45778614	1.196129326	0.46374324	0.292348284	0.925475787	1.891109929	1.240757501
chr19	14650000	14830000	1.219920187	19	1.162508884	0.625427098	1.067387315	0.262067388	0.474649896	0.74840484	0.308790407
chr19	14830000	15170000	0.918217326	35	0.763152891	0.282132004	0.034801939	0.467815549	0.305745409	0.091706897	0.490252277
chr19	15170000	15290000	1.107488898	13	0.997432622	0.715332244	0.051876556	0.479814557	0.621538293	0.501010146	0.882367317
chr19	15290000	15560000	1.120486357	28	0.985807534	0.42303194	0.468090118	0.306479369	0.896469755	1.476605514	0.686087857
chr19	15560000	15700000	1.126281474	15	1.052236613	0.62319343	0.129621939	0.443831414	0.65938172	0.586938615	0.755878801
chr19	15700000	16140000	0.922814118	45	0.422307773	0.340075985	0.242078464	0.458117419	0.348461561	0.111712603	0.540602885
chr19	16140000	16320000	1.266646704	19	1.171808955	0.786995765	3.337715901	0.264269635	0.832041514	2.98341094	0.802922888
chr19	16320000	16530000	1.230364636	22	1.068179592	0.635478605	0.192112395	0.382719061	0.626862067	0.371331302	0.532407278
chr19	16530000	16790000	1.24818822	27	1.081669805	0.42306535	0.524713923	0.231362984	0.817205822	2.748543646	0.725741591
chr19	16790000	17030000	1.13255904	25	1.332235181	0.480797082	0.120911841	0.339421313	0.50136118	0.437845543	0.467891231
chr19	17030000	17160000	0.865357005	14	0.985092143	0.267009261	0.002798193	0.451291223	0.430769066	0.091434075	0.758142865
chr19	17160000	17400000	1.267658526	25	1.339210234	0.712400554	0.630812062	0.215544921	0.918896575	1.955231571	0.628136664
chr19	17400000	17590000	1.265508527	20	1.49780092	0.948015812	0.561903209	0.368238873	1.076728735	2.258814555	1.256581236
chr19	17590000	17700000	1.275604099	12	1.407692576	0.848590858	0.627884679	0.238743591	0.668885094	1.336897091	0.983948585
chr19	17700000	17800000	1.176754325	11	0.903966908	0.518322708	0.002539492	0.533163989	0.693439453	0.174563993	0.951705262
chr19	17800000	17960000	1.24807575	17	1.401985714	0.716798088	0.276212635	0.315884799	0.718388392	0.970796879	0.630871011
chr19	17960000	18040000	1.27866601	9	1.590312153	0.817941377	3.716666424	0.398881981	0.609784065	1.698266482	1.424276677
chr19	18040000	18110000	1.29636414	8	1.267466829	1.343551427	0.103834821	0.593190949	1.175197331	0.915476582	1.571495356
chr19	18110000	18200000	1.329438737	10	1.395010661	0.794813604	0.324948191	0.358966255	0.801412154	1.098043248	0.638268585
chr19	18200000	18290000	1.351516868	10	1.21830931	0.893839561	1.197679261	0.207011214	1.427252441	3.359208426	1.344026781
chr19	18290000	18370000	1.301426673	9	1.349672814	0.917618821	0.110244832	0.471969052	0.869023942	1.504465996	1.995818724
chr19	18370000	18440000	1.395899709	8	1.088108315	1.279891883	0.966771798	0.256247164	1.452863058	3.559366388	1.494315922
chr19	18440000	18550000	1.272927269	12	1.240291296	0.997840507	0.42204233	0.29730334	1.037940578	1.899114258	1.393510941
chr19	18550000	18700000	1.222993224	16	1.021147804	1.121078074	2.042712331	0.273519073	0.908404547	2.058017607	0.607406501
chr19	18700000	18810000	1.177070396	12	1.004407676	0.509580943	0.057528538	0.600012195	1.017148719	0.902575193	1.172635849
chr19	18810000	19130000	1.042935035	33	1.061951865	0.507182288	0.438620002	0.428612315	0.835228566	0.864386057	0.954032636
chr19	19130000	19310000	1.204968987	19	1.236909452	0.876900911	0.630373561	0.218573011	0.883581302	1.672585924	0.705758196
chr19	19310000	19460000	1.058343115	16	1.132748656	0.495650975	0.295496186	0.393761757	0.686308029	1.063462223	0.868072407
chr19	19460000	19620000	1.270820474	17	1.067183155	0.702139641	0.628052366	0.216164303	0.707738589	0.902966709	0.407862783
chr19	19620000	19780000	1.2258633	17	1.056720575	0.757841742	0.661511887	0.244036491	1.026641029	1.969946052	0.906149774
chr19	19780000	19900000	0.955765588	13	0.955582303	0.218899484	0.413410969	0.184988745	0.42949473	1.056571539	0.524994564
chr19	20730000	21010000	0.980761529	29	0.708466128	0.139045846	0.162958897	0.098039316	0.149475905	0.168165501	0.300759967
chr19	21010000	21190000	0.843797087	19	0.409203127	0.208475699	0.099406235	0.186089868	0.163012988	0.20480644	0.276232605
chr19	21190000	21390000	1.051358765	21	0.786786013	0.188800805	0.607316043	0.104551674	0.170794444	0.451914022	0.18252718
chr19	21390000	21620000	0.907743208	24	0.698718383	0.19782531	0.329656479	0.117197838	0.174101131	0.324561201	0.247899354
chr19	21620000	21750000	0.897492577	14	0.791936821	0.167782847	0.044084734	0.137979242	0.251488276	0.128537758	0.522177062
chr19	21750000	22540000	0.696638484	80	0.505382343	0.157049494	0.054977435	0.108509447	0.179153955	0.094783248	0.334284145
chr19	22540000	23390000	0.64472875	86	0.559317215	0.156172825	0.002212467	0.108195098	0.192786775	0.054855249	0.493861165
chr19	23390000	23610000	0.871453236	23	0.745696608	0.229204817	0.581368925	0.135588341	0.260087558	0.39360422	0.389583704
chr19	23610000	23800000	0.843454565	20	0.466961463	0.218488019	0.004298713	0.136655219	0.177352232	0.057120143	0.350371219
chr19	23800000	24020000	0.978960901	23	0.768524055	0.174835302	1.05382672	0.104957088	0.169966556	0.237780798	0.337278484
chr19	24020000	24500000	0.749575898	49	0.347008902	0.179810291	0.262714435	0.122431167	0.406877704	0.154202979	0.2545486
chr19	27920000	28730000	0.852508229	82	0.129167654	0.239457505	0.062856024	0.165290869	0.243520241	0.187296163	0.23408457
chr19	28730000	28860000	0.914800395	14	0.206032344	0.285050427	0.001267106	0.241654253	0.304209353	0.095851181	0.306638149
chr19	28860000	29660000	0.768211086	81	0.247963145	0.269422267	0.001329801	0.221614865	0.32666023	0.093167789	0.479248308
chr19	29660000	29770000	1.124570576	12	0.296756813	0.347538467	0.5007229	0.272978521	0.380656239	0.56639334	0.417886793
chr19	29770000	30070000	0.921556129	31	0.217621663	0.32913101	0.00228783	0.400038161	0.51370233	0.101637588	1.04195142
chr19	30070000	30220000	1.216168289	16	0.669605117	0.839635879	0.286436377	0.397725801	0.632285916	1.713483409	0.667841922
chr19	30220000	30380000	1.145798342	17	1.014870256	0.722661467	0.11998241	0.519042081	0.652927601	0.556279173	0.711375265
chr19	30380000	30560000	1.10974162	19	0.492903767	0.274927329	0.782514288	0.192696609	0.391534098	0.495108402	0.190937945
chr19	30560000	32800000	0.703254241	225	0.2574542	0.293692468	0.000462673	0.30548803	0.388613009	0.100771126	0.535214298
chr19	32800000	33070000	0.968216207	28	0.678905188	0.310976252	0.282953791	0.251423195	0.318803393	0.547639234	0.200999211
chr19	33070000	33460000	1.011049786	40	0.993676824	0.282043566	0.282177493	0.252834892	0.365076468	0.498691165	0.426538517
chr19	33460000	33590000	1.06332903	14	1.558119599	0.299483361	0.146614737	0.162373362	0.434060492	1.004449699	0.577822729
chr19	33590000	33710000	1.075708351	13	1.109033475	0.654743994	0.125487502	0.350157267	0.657447851	0.450287055	0.859983828
chr19	33710000	33910000	1.009189819	21	0.552424222	0.705950837	0.156041479	0.635733642	0.758436385	0.414302373	0.982533431
chr19	33910000	34050000	1.038132926	15	0.424481815	0.398709775	0.053633283	0.37375277	0.636932611	0.321975411	0.424050842
chr19	34050000	34270000	0.844612265	23	0.483180965	0.426427567	0.000686349	0.621183796	0.506887603	0.094746904	1.164727633
chr19	34270000	34630000	0.82951469	37	0.769580881	0.371998826	0.001010458	0.493853881	0.376924146	0.154880882	0.681170272
chr19	34630000	34850000	1.145736473	23	1.057671719	0.49252384	0.667630534	0.213968313	0.414391373	0.838627558	0.212966875
chr19	34850000	35000000	1.160319244	16	1.166228912	0.65200775	1.697661737	0.310516822	0.619386243	1.613951307	0.737841197
chr19	35000000	35420000	0.997503548	43	0.267044898	0.286467948	0.093327142	0.281730308	0.314350636	0.362991387	0.540910097
chr19	35420000	35520000	1.14631842	11	0.711455437	0.769275331	0.22093579	0.250725817	0.706351747	1.435559156	0.56742145
chr19	35520000	35630000	1.233014412	12	0.722869161	1.208922153	0.001996652	0.632445286	0.93057335	0.212984777	1.421259068
chr19	35630000	35750000	1.286126549	13	0.655655011	0.7368313	0.287523097	0.37328086	0.684869122	1.71884283	0.672776464
chr19	35750000	35990000	1.323937743	25	0.805618657	0.691878727	0.633185686	0.316710641	0.74758463	1.196299297	0.533515551
chr19	35990000	36140000	1.264393998	16	0.719825501	0.636372073	2.476118939	0.549020167	1.02233062	1.947001032	1.185917953
chr19	36140000	36260000	1.32003644	13	1.109033475	0.959639704	0.866515798	0.229584246	1.253836831	3.48793023	1.440174041
chr19	36260000	36350000	1.056405527	10	1.097408386	0.385680044	0.028979186	0.616629149	0.710575906	0.362398934	1.175811468
chr19	36350000	36460000	1.194709311	12	1.232682147	0.603395007	0.157423536	0.518929466	0.863860401	1.062313776	1.427641137
chr19	36460000	36720000	1.161203576	27	1.187905232	0.565590563	0.51597617	0.240891937	0.819244759	1.844141378	0.704375533
chr19	36720000	37000000	1.007955004	29	0.825049162	0.197679636	0.37609482	0.120337066	0.309108002	0.424310271	1.702307955
chr19	37000000	37410000	1.097080523	42	0.896209288	0.225954607	0.277050692	0.126414347	0.330172761	1.096347032	0.477870123
chr19	37410000	37560000	0.794991157	16	0.680765202	0.243916568	0.007412571	0.147330322	0.244740366	0.070438103	0.483076393
chr19	37560000	37780000	1.010003584	23	0.623950223	0.226006611	0.202535394	0.123425932	0.293461244	0.769981729	0.763767197
chr19	37780000	37980000	1.039065639	21	0.573349382	0.225153755	0.240668328	0.125858414	0.337575095	0.89521469	0.970019026
chr19	37980000	38370000	0.997195476	40	0.806960013	0.244758489	0.113881162	0.16694726	0.298451784	0.511206296	0.46504438
chr19	38370000	38570000	1.282638646	21	0.954187292	0.444444132	0.468193071	0.255680872	0.564259707	1.016662995	0.477073548
chr19	38570000	38700000	0.981335748	14	1.017284697	0.452833274	0.414554885	0.214973184	0.586980743	0.093642628	0.093447154
chr19	38700000	38880000	1.1812134	19	1.204359204	0.644971695	0.468013857	0.595157241	0.974438586	0.930561346	1.342839778
chr19	38880000	39010000	1.069543421	14	1.030161719	0.589946138	0.046882926	0.540482225	0.90362761	0.358227223	0.939636961
chr19	39010000	39140000	1.324377658	14	1.371402788	0.699997252	0.908303902	0.257662894	0.683305937	2.012874792	0.635581523
chr19	39140000	39220000	1.211661254	9	0.533591578	0.448548497	0.681029941	0.248991547	0.785955477	0.764435251	0.136971692
chr19	39220000	39430000	1.174799958	22	1.123980018	0.725942168	1.096753253	0.247280873	0.795545934	2.014704736	1.180801727
chr19	39430000	39580000	1.174264113	16	1.489871386	0.537867305	0.129765745	0.367995467	0.371061232	0.328838751	0.524180619
chr19	39580000	39820000	1.05109881	25	1.018357782	0.574611147	0.068577719	0.474033658	0.605129707	0.287111831	0.746285877
chr19	39820000	39910000	1.36133297	10	0.716105472	1.162252024	0.921080555	0.225730314	1.377353511	4.856018106	1.332495892
chr19	39910000	40040000	1.221337378	14	1.191124487	0.912883015	0.839563395	0.386494342	0.768242214	2.828714104	1.069476851
chr19	40040000	40160000	1.204890388	13	0.230176759	0.334212606	0.004575661	0.534320169	0.245687016	0.105274338	0.23451792
chr19	40160000	40360000	1.231969101	21	0.456168486	0.523013411	0.660473784	0.355277491	0.585237452	1.034463928	0.351319037
chr19	40360000	40490000	1.202262423	14	0.817690864	0.339173926	0.455313465	0.174570423	0.40499108	0.686418132	0.752742653
chr19	40490000	40630000	1.114485269	15	0.442417667	0.21778265	0.751503291	0.155730321	0.347798906	1.255909182	0.396144154
chr19	40630000	40790000	1.104064448	17	0.915475746	0.55115763	0.442952581	0.335705021	0.712022176	0.658921653	0.499813139
chr19	40790000	40980000	1.25138981	20	1.40088439	0.633244937	0.303980425	0.246709614	1.004384809	1.756822184	0.815283786
chr19	40980000	41150000	1.161212	18	1.132420419	1.049889754	0.110058104	0.64065955	1.031446666	0.617121548	1.151612562
chr19	41150000	41340000	1.314681477	20	1.145377174	0.553009224	0.576027552	0.259749234	0.890846696	2.707917903	0.865887607
chr19	41340000	41780000	1.012562777	45	0.823690386	0.3155564	0.048138033	0.472757356	0.373496129	0.422445908	0.689055365
chr19	41780000	41940000	1.242617324	17	1.088108315	0.79741955	0.958658171	0.226693797	0.903458305	2.502179609	0.717670621
chr19	41940000	42110000	1.256656711	18	0.329878992	0.871918955	0.252253498	0.505998625	0.528608899	0.685015052	0.456587269
chr19	42110000	42350000	1.053733755	25	0.442915885	0.8580078	0.001601481	0.776704975	0.412313048	0.094029125	0.465729189
chr19	42350000	42480000	1.271441441	14	0.721113203	1.170871693	4.185621078	0.626623962	1.31773565	3.031017517	1.42589087
chr19	42480000	42580000	1.045642931	11	0.778415949	0.755203221	0.008030285	0.923622376	0.693401587	0.421480168	1.183069145
chr19	42580000	42720000	1.323440461	15	0.556011392	1.095614256	0.341066501	0.615134767	1.075636885	1.750561851	0.639455588
chr19	42720000	42820000	1.371450556	11	0.786786013	1.193783974	0.521419447	0.317123562	1.825593999	5.181220107	1.680287834
chr19	42820000	42930000	1.226846035	12	0.859833844	0.878440788	0.163600678	0.393701695	1.127338683	1.549881867	0.902646573
chr19	42930000	43080000	1.194709976	16	0.747725714	0.988174815	0.08016558	0.379226927	0.416323685	0.18298594	0.215898927
chr19	43080000	43830000	0.747655203	76	0.194185484	0.269246366	0.002452554	0.174814364	0.145980876	0.034683109	0.341531347
chr19	43830000	43910000	0.965661004	9	0.470816098	0.167106303	0.000686349	0.201918518	0.172432147	0.041631216	0.969103337
